USER_ID,ITEM_ID,EVENT_TYPE,EVENT_VALUE,TIMESTAMP
600,515,RATING,5,888451492
301,11,RATING,4,882076291
903,4,RATING,4,891033564
254,136,RATING,4,886471695
324,597,RATING,4,880575493
437,473,RATING,5,881001888
342,558,RATING,5,874984341
661,183,RATING,4,876035466
237,498,RATING,4,879376698
324,508,RATING,5,880575618
221,273,RATING,5,875244183
798,191,RATING,4,875743458
326,233,RATING,4,879876941
397,197,RATING,5,885349825
90,519,RATING,5,891384423
216,466,RATING,4,880234347
697,326,RATING,4,882621548
123,485,RATING,5,879872792
758,235,RATING,5,881978274
801,302,RATING,4,890332645
385,240,RATING,4,879447317
405,423,RATING,5,885545306
526,276,RATING,4,885682477
294,1,RATING,5,877819634
244,72,RATING,4,880607365
798,73,RATING,4,875914114
434,111,RATING,5,886724540
455,183,RATING,4,879111862
883,1065,RATING,5,891717533
712,421,RATING,4,874729935
503,443,RATING,5,879454811
910,205,RATING,4,880822060
334,204,RATING,4,891547190
804,928,RATING,4,879443736
532,591,RATING,5,893119335
23,96,RATING,4,874785551
295,143,RATING,4,879517682
642,783,RATING,4,885606024
551,176,RATING,4,892776876
437,86,RATING,4,881001715
940,82,RATING,4,885922040
343,1194,RATING,4,876405129
839,950,RATING,4,875752408
466,96,RATING,5,890284819
506,604,RATING,4,874873528
38,780,RATING,4,892434217
686,11,RATING,4,879546083
431,300,RATING,4,877844248
543,61,RATING,4,875659098
802,260,RATING,4,875984938
357,275,RATING,5,878951784
127,380,RATING,5,884364950
405,79,RATING,5,885544798
380,527,RATING,4,885479212
82,660,RATING,5,878769848
659,131,RATING,4,891383412
802,299,RATING,4,875986155
128,182,RATING,4,879967225
378,15,RATING,4,880044312
200,385,RATING,5,884129696
277,221,RATING,4,879544146
542,50,RATING,4,886532209
417,231,RATING,4,879648798
177,1067,RATING,4,880131201
303,161,RATING,5,879468547
269,1148,RATING,4,891447062
417,180,RATING,5,879647604
514,172,RATING,4,875462726
389,82,RATING,4,880087977
130,144,RATING,5,875216717
658,55,RATING,4,875148059
308,584,RATING,4,887738717
194,56,RATING,5,879521936
798,118,RATING,4,875295842
862,117,RATING,5,879302844
314,288,RATING,5,877885887
918,645,RATING,4,891988090
880,1284,RATING,4,880167355
42,1,RATING,5,881105633
556,427,RATING,5,882136440
244,724,RATING,4,880605638
640,53,RATING,4,874778274
586,181,RATING,4,884057344
269,182,RATING,4,891447961
151,223,RATING,5,879524088
267,202,RATING,5,878972398
150,458,RATING,4,878746720
244,209,RATING,4,880605485
92,69,RATING,5,875653198
694,133,RATING,5,875727189
207,25,RATING,4,876079113
178,1035,RATING,4,882828350
937,283,RATING,4,876769212
361,813,RATING,4,879440475
833,11,RATING,5,875038850
501,1007,RATING,4,883995203
481,216,RATING,5,885828339
409,191,RATING,5,881107817
708,281,RATING,4,877326014
342,428,RATING,5,875320334
158,55,RATING,4,880134407
242,111,RATING,4,879741196
845,310,RATING,4,885409493
838,750,RATING,4,887060879
312,515,RATING,5,891699677
397,178,RATING,5,885349759
401,735,RATING,5,891033158
305,97,RATING,4,886322560
301,17,RATING,4,882077142
374,526,RATING,4,880938965
65,427,RATING,5,879216734
621,385,RATING,5,874963797
374,279,RATING,4,880394233
43,196,RATING,4,875981190
69,265,RATING,4,882145400
934,650,RATING,4,891195503
311,134,RATING,5,884364502
233,127,RATING,5,877661364
894,936,RATING,4,879896836
897,208,RATING,5,879991037
506,662,RATING,5,878044851
246,257,RATING,4,884924327
117,176,RATING,5,881012028
551,200,RATING,4,892782936
449,640,RATING,5,880410734
145,352,RATING,4,885556043
62,660,RATING,4,879375537
334,9,RATING,4,891544707
271,31,RATING,4,885849325
877,52,RATING,4,882677507
630,411,RATING,4,885667108
665,421,RATING,4,884294552
286,89,RATING,4,877533381
746,181,RATING,5,885075166
727,169,RATING,5,883710419
44,161,RATING,4,878347634
268,433,RATING,4,876514107
321,659,RATING,4,879440980
253,490,RATING,5,891628374
270,257,RATING,4,876954223
320,173,RATING,5,884750946
508,70,RATING,4,883776748
487,597,RATING,4,883444674
416,366,RATING,4,886318128
299,502,RATING,4,878192756
704,382,RATING,4,891397571
868,151,RATING,5,877104879
350,603,RATING,5,882345975
715,87,RATING,4,875963024
804,230,RATING,4,879442001
474,945,RATING,4,887923923
256,819,RATING,4,882151052
420,750,RATING,4,891356790
234,654,RATING,5,892333573
774,177,RATING,4,888557277
868,150,RATING,5,877103834
236,286,RATING,5,890115777
595,922,RATING,4,886921036
618,97,RATING,5,891308913
42,118,RATING,4,881105505
610,50,RATING,4,888702961
484,87,RATING,5,891195746
922,294,RATING,4,891447296
292,58,RATING,5,881105442
436,503,RATING,4,887769802
357,280,RATING,5,878951831
456,179,RATING,5,881372779
552,742,RATING,4,879222103
280,387,RATING,4,891701974
864,69,RATING,5,888889863
627,690,RATING,5,879529406
31,299,RATING,4,881547814
579,1,RATING,4,880951740
682,151,RATING,5,888523115
230,549,RATING,5,880485380
276,250,RATING,4,874786784
63,333,RATING,4,875746917
503,187,RATING,5,880383625
643,356,RATING,4,891448218
76,513,RATING,5,882606305
435,127,RATING,4,884131681
24,69,RATING,5,875323051
305,474,RATING,5,886322838
160,531,RATING,5,876942699
499,208,RATING,4,885599718
164,9,RATING,4,889402050
477,724,RATING,4,875941086
620,565,RATING,4,889987682
508,13,RATING,4,883777366
756,300,RATING,4,874826502
286,423,RATING,4,877532385
793,252,RATING,4,875104498
365,1017,RATING,4,891304213
872,328,RATING,4,888478822
189,480,RATING,5,893265291
303,875,RATING,4,879466291
648,825,RATING,4,882212039
7,613,RATING,4,891352010
13,863,RATING,4,882140487
747,461,RATING,5,888639526
567,302,RATING,4,882426300
200,470,RATING,4,884129782
397,480,RATING,5,885349476
497,172,RATING,5,879310705
20,181,RATING,4,879667904
36,288,RATING,4,882157227
184,640,RATING,4,889909551
783,895,RATING,4,884326787
392,293,RATING,4,891038137
643,209,RATING,5,891446652
145,176,RATING,5,875271838
374,127,RATING,4,880392936
288,887,RATING,5,886372155
56,385,RATING,4,892676429
880,156,RATING,4,880243680
307,169,RATING,5,879283625
424,15,RATING,4,880859722
537,187,RATING,4,886030767
921,15,RATING,4,879379621
399,738,RATING,4,882350583
271,302,RATING,5,885844430
125,318,RATING,5,879454309
402,258,RATING,4,876266650
62,697,RATING,4,879375932
227,25,RATING,4,879035535
312,459,RATING,4,891698365
793,109,RATING,4,875104119
311,204,RATING,5,884365617
357,819,RATING,4,878951653
76,56,RATING,5,875027739
58,257,RATING,5,884304430
456,22,RATING,4,881373573
932,616,RATING,5,891251153
748,633,RATING,4,879454428
747,423,RATING,5,888638958
94,302,RATING,4,891928684
398,183,RATING,4,875659518
282,305,RATING,4,879949347
890,671,RATING,5,882404571
303,11,RATING,4,879467260
327,1098,RATING,4,887820828
227,475,RATING,4,879035252
807,422,RATING,4,893082741
385,175,RATING,4,879441572
889,250,RATING,4,880177179
566,170,RATING,5,881650739
318,750,RATING,4,884469971
339,327,RATING,4,891032150
373,216,RATING,4,877100232
214,134,RATING,4,891544070
28,56,RATING,5,881957479
715,11,RATING,4,875963306
894,83,RATING,4,882404250
244,527,RATING,5,880606155
90,863,RATING,4,891384114
707,956,RATING,5,886287107
634,127,RATING,5,877018347
298,121,RATING,4,884126202
679,748,RATING,4,884312926
657,690,RATING,4,884238002
452,825,RATING,5,885816916
13,197,RATING,4,881515239
606,404,RATING,4,880925200
923,411,RATING,4,880387664
721,393,RATING,5,877138200
297,269,RATING,4,875774037
671,452,RATING,4,884035173
942,197,RATING,5,891283043
450,455,RATING,4,882376188
271,462,RATING,4,885848448
620,409,RATING,4,889988196
378,432,RATING,4,880331938
794,257,RATING,4,891036265
6,502,RATING,4,883602664
372,559,RATING,4,876869481
249,222,RATING,4,879640306
459,174,RATING,4,879566291
862,182,RATING,5,879304526
350,489,RATING,4,882347465
401,651,RATING,4,891032919
271,265,RATING,5,885849275
295,561,RATING,5,879518696
301,409,RATING,4,882075242
219,269,RATING,5,889386655
751,239,RATING,4,889134237
107,312,RATING,4,891264535
758,23,RATING,4,881975814
49,628,RATING,4,888068167
587,1483,RATING,4,892871337
373,24,RATING,4,877100016
640,233,RATING,4,874778479
131,287,RATING,4,883681351
273,305,RATING,4,891292905
939,257,RATING,5,880260805
130,1013,RATING,4,876251287
708,118,RATING,5,877325545
253,742,RATING,4,891628535
373,206,RATING,4,877104284
13,180,RATING,5,882141248
741,742,RATING,4,891455766
716,154,RATING,5,879795867
457,192,RATING,5,882395018
197,89,RATING,5,891409798
303,88,RATING,4,879468307
22,430,RATING,4,878886607
207,170,RATING,4,877125221
429,693,RATING,4,882386628
897,646,RATING,5,879994113
269,59,RATING,4,891447141
903,13,RATING,5,891031632
13,303,RATING,4,881514876
396,472,RATING,5,884646647
818,302,RATING,5,891870264
292,429,RATING,5,881105587
113,246,RATING,5,875076872
817,124,RATING,4,874815885
100,300,RATING,4,891375112
7,365,RATING,4,891353744
25,239,RATING,4,885853415
857,258,RATING,5,883432193
227,93,RATING,5,879035431
883,338,RATING,4,891695193
193,237,RATING,4,889124327
435,257,RATING,4,884134363
450,1050,RATING,4,882812349
174,381,RATING,5,886513706
942,50,RATING,5,891282816
487,160,RATING,4,884041685
500,709,RATING,4,883873640
776,588,RATING,4,892210723
908,183,RATING,4,879722427
867,524,RATING,5,880078604
731,1039,RATING,4,886182366
807,181,RATING,5,892528954
557,198,RATING,5,881179513
474,479,RATING,5,887923972
291,101,RATING,4,875087198
121,937,RATING,4,891389924
7,497,RATING,4,891352134
342,288,RATING,5,875318267
621,333,RATING,4,890517503
878,482,RATING,4,880866134
567,589,RATING,5,882425932
588,365,RATING,5,890028385
706,1,RATING,4,880997324
917,756,RATING,4,882911622
87,62,RATING,5,879875996
497,249,RATING,5,879309734
287,327,RATING,5,875333916
479,602,RATING,4,879461492
533,44,RATING,4,879191594
450,110,RATING,4,882469250
644,258,RATING,4,889075928
692,300,RATING,4,876953340
579,428,RATING,4,880952335
10,692,RATING,4,877889261
1,132,RATING,4,878542889
653,22,RATING,5,878854284
43,117,RATING,4,883954853
758,997,RATING,4,881979969
429,483,RATING,5,882384821
248,854,RATING,5,884534735
417,384,RATING,4,879649284
32,508,RATING,4,883717581
522,11,RATING,4,876961076
878,15,RATING,4,880872273
393,578,RATING,4,889728413
660,257,RATING,4,891197934
106,211,RATING,4,881452532
339,47,RATING,4,891032701
530,70,RATING,4,886198864
152,1300,RATING,4,886535827
648,62,RATING,5,884882916
601,131,RATING,4,876350766
385,1428,RATING,4,879447181
409,210,RATING,4,881109175
111,258,RATING,4,891679692
314,1041,RATING,4,877888445
271,193,RATING,5,885848475
592,116,RATING,4,882608182
249,202,RATING,4,879572167
642,133,RATING,5,886206274
239,603,RATING,5,889178616
399,820,RATING,4,882341191
910,127,RATING,5,880822060
125,143,RATING,5,879454793
195,14,RATING,4,890985390
691,604,RATING,5,875543025
943,614,RATING,5,888639351
276,559,RATING,4,874792663
930,709,RATING,4,879535663
569,257,RATING,4,879794302
365,319,RATING,4,891303694
305,963,RATING,4,886322635
511,895,RATING,4,890004863
553,607,RATING,4,879949107
540,294,RATING,4,882156617
807,495,RATING,4,892530792
815,1039,RATING,5,878693870
34,299,RATING,5,888602923
934,13,RATING,5,891189566
835,234,RATING,5,891033857
497,96,RATING,4,879310705
328,77,RATING,4,885046977
655,915,RATING,4,891817435
892,5,RATING,4,886611354
43,114,RATING,5,883954950
468,498,RATING,5,875291571
10,617,RATING,5,877892160
374,159,RATING,4,880937920
709,69,RATING,5,879846332
711,652,RATING,4,879993824
639,14,RATING,5,891239813
835,325,RATING,5,891032391
270,218,RATING,5,876956206
691,185,RATING,5,875543281
830,612,RATING,4,891898061
833,180,RATING,5,875123677
585,45,RATING,5,891282808
379,447,RATING,4,880524582
827,748,RATING,4,882808465
500,59,RATING,4,883873528
214,156,RATING,5,892668172
235,1,RATING,4,889655571
389,71,RATING,4,880088091
528,79,RATING,5,886101911
648,72,RATING,4,884881722
14,509,RATING,5,890881521
913,7,RATING,5,881725846
601,482,RATING,4,876350142
416,1221,RATING,5,893213103
104,1115,RATING,4,888465263
83,591,RATING,4,880306745
1,214,RATING,4,875072520
82,191,RATING,4,878769748
435,184,RATING,5,884131771
195,1014,RATING,4,879673925
11,733,RATING,4,891904413
671,121,RATING,4,875389187
232,81,RATING,5,888549515
534,129,RATING,4,877807718
332,456,RATING,4,887938556
880,127,RATING,5,880167066
715,655,RATING,4,875964203
636,760,RATING,5,891449263
59,91,RATING,4,888205265
682,150,RATING,4,888517197
758,489,RATING,5,881975687
10,275,RATING,4,877888677
887,1013,RATING,4,881379295
771,15,RATING,5,880659303
716,506,RATING,4,879794775
312,675,RATING,5,891698485
299,97,RATING,4,878192680
112,331,RATING,4,884992603
506,699,RATING,4,888848303
197,172,RATING,5,891409839
862,271,RATING,5,879302763
862,81,RATING,5,879305237
57,295,RATING,5,883698581
536,318,RATING,5,882359431
380,750,RATING,4,885477859
446,292,RATING,5,879786838
539,527,RATING,4,879788136
830,161,RATING,4,891561870
311,99,RATING,5,884365075
138,117,RATING,4,879023245
435,159,RATING,5,884132898
518,129,RATING,5,876823804
18,319,RATING,4,880129305
97,919,RATING,5,884239616
303,739,RATING,5,879468547
152,785,RATING,5,886535773
930,300,RATING,4,879535392
620,742,RATING,5,889987792
250,44,RATING,4,878090199
693,313,RATING,5,885703726
495,200,RATING,5,888637768
160,1,RATING,4,876768025
719,185,RATING,4,877310932
655,320,RATING,5,888474456
180,655,RATING,5,877127159
812,333,RATING,5,877625294
244,156,RATING,4,880602517
221,240,RATING,4,875244352
345,469,RATING,5,884916274
527,513,RATING,4,879456030
373,451,RATING,5,877107430
158,177,RATING,4,880134407
318,100,RATING,5,884470896
463,15,RATING,4,877385287
840,202,RATING,5,891204322
664,173,RATING,4,876525963
286,403,RATING,5,877533543
716,185,RATING,5,879796046
177,12,RATING,5,880130825
686,518,RATING,5,879546497
622,199,RATING,5,882592143
846,1473,RATING,5,883949335
592,20,RATING,4,882608315
213,502,RATING,5,878956263
645,506,RATING,5,892055072
757,809,RATING,4,888466758
91,82,RATING,5,891439386
426,489,RATING,5,879441978
592,657,RATING,4,882956011
108,290,RATING,4,879880076
829,198,RATING,4,884736647
499,483,RATING,5,885598854
136,525,RATING,5,882848925
194,648,RATING,4,879521936
823,684,RATING,4,878439391
44,15,RATING,4,878341343
487,474,RATING,4,883445752
13,621,RATING,4,882398934
271,286,RATING,4,885844610
267,1401,RATING,4,878971816
662,985,RATING,4,880571006
724,288,RATING,4,883757597
566,651,RATING,4,881650242
543,367,RATING,4,876105366
747,663,RATING,5,888733111
864,483,RATING,5,888886913
514,215,RATING,4,875462689
13,313,RATING,4,882774047
388,591,RATING,4,886437039
292,193,RATING,4,881105734
222,181,RATING,4,877563168
717,300,RATING,5,884641808
151,490,RATING,5,879528418
151,523,RATING,5,879524173
123,275,RATING,4,879873726
678,332,RATING,4,879544254
13,177,RATING,5,882397271
41,969,RATING,4,890687438
103,50,RATING,5,880416864
445,209,RATING,4,891200869
645,186,RATING,4,892053340
592,12,RATING,5,882955825
18,509,RATING,4,880129940
271,529,RATING,4,885848475
640,168,RATING,5,886354114
154,480,RATING,5,879138784
380,587,RATING,4,885479274
389,471,RATING,4,879916077
882,204,RATING,5,879864697
665,255,RATING,4,884290608
179,302,RATING,4,892151173
72,550,RATING,4,880037334
642,403,RATING,4,886454812
70,132,RATING,4,884067281
710,277,RATING,4,882063967
495,511,RATING,4,888634536
924,496,RATING,5,886327689
136,318,RATING,5,882848820
286,72,RATING,4,877534025
278,288,RATING,5,891295230
647,134,RATING,4,876534275
846,785,RATING,4,883950364
89,732,RATING,5,879459909
429,511,RATING,5,882385542
325,430,RATING,5,891478028
86,327,RATING,4,879570218
251,248,RATING,4,886272223
151,160,RATING,4,879542670
333,483,RATING,4,891045496
13,199,RATING,5,882140001
167,606,RATING,4,892738452
311,496,RATING,5,884364593
291,404,RATING,4,875086958
379,461,RATING,4,880525031
321,7,RATING,4,879438793
887,1035,RATING,5,881381740
938,258,RATING,5,891353196
79,100,RATING,5,891271652
846,778,RATING,4,883948804
495,739,RATING,4,888637042
352,216,RATING,4,884290390
38,678,RATING,5,892428658
323,215,RATING,5,878739988
244,754,RATING,4,880603960
590,137,RATING,5,879438878
429,1203,RATING,4,882386357
68,1028,RATING,4,876974430
373,131,RATING,4,877099968
548,118,RATING,5,891415855
749,68,RATING,4,878849612
741,403,RATING,5,891456083
314,672,RATING,5,877888723
450,1269,RATING,4,882812635
670,483,RATING,5,877975200
256,245,RATING,4,882150152
362,312,RATING,5,885019504
308,663,RATING,5,887738469
71,98,RATING,4,885016536
862,257,RATING,5,879303207
269,602,RATING,4,891449346
523,509,RATING,4,883700870
2,277,RATING,4,888551174
385,965,RATING,4,879445779
592,971,RATING,4,882955978
869,269,RATING,4,884493279
382,177,RATING,4,875947005
194,136,RATING,5,879521167
213,175,RATING,4,878955599
201,268,RATING,4,884110637
551,222,RATING,5,892783411
363,428,RATING,5,891495742
301,866,RATING,4,882075171
58,42,RATING,4,884304936
311,748,RATING,4,884364071
330,596,RATING,5,876544690
450,485,RATING,5,882373088
374,129,RATING,5,880392846
303,705,RATING,5,879467105
290,402,RATING,4,880474422
552,237,RATING,4,879221617
279,121,RATING,4,875297708
464,194,RATING,5,878355259
11,9,RATING,5,891902970
535,612,RATING,4,879618385
346,172,RATING,5,874947609
899,73,RATING,4,884121720
118,551,RATING,5,875385306
10,32,RATING,4,877886661
524,479,RATING,4,884637314
638,685,RATING,4,876695307
348,291,RATING,4,886523790
514,357,RATING,4,875462901
654,87,RATING,4,887864471
884,127,RATING,4,876858877
566,508,RATING,4,881649577
547,347,RATING,4,891282680
694,699,RATING,4,875728639
394,313,RATING,5,883304657
1,115,RATING,5,878541637
197,511,RATING,5,891409839
466,56,RATING,4,890284706
840,81,RATING,4,891204948
343,143,RATING,4,876406677
763,961,RATING,5,878919083
709,195,RATING,5,879848432
592,421,RATING,5,882956158
6,517,RATING,4,883602212
299,61,RATING,4,877880648
13,285,RATING,5,882139937
561,484,RATING,4,885807215
551,357,RATING,5,892777274
903,175,RATING,4,891032760
533,222,RATING,5,884007368
796,181,RATING,5,892660177
151,835,RATING,5,879524199
456,211,RATING,4,881374162
551,827,RATING,5,892784710
714,300,RATING,5,892778035
453,403,RATING,4,877562293
586,195,RATING,4,884058956
256,147,RATING,4,882152540
450,807,RATING,4,887834823
480,203,RATING,4,891208520
592,654,RATING,5,882955703
1,98,RATING,4,875072404
532,655,RATING,5,892861435
390,740,RATING,4,879694123
7,275,RATING,4,891352831
392,632,RATING,5,891039015
650,100,RATING,4,891369954
932,647,RATING,5,891250987
354,480,RATING,4,891217897
106,566,RATING,4,881452711
503,127,RATING,5,879438161
398,523,RATING,4,875717779
455,31,RATING,4,879111937
545,230,RATING,5,879899327
757,1,RATING,4,888443974
393,347,RATING,4,887742040
481,163,RATING,4,885828389
89,236,RATING,5,879441400
87,111,RATING,4,879876611
295,648,RATING,4,879517324
929,22,RATING,5,879640394
390,126,RATING,5,879694123
130,405,RATING,4,875801984
83,755,RATING,5,887665423
291,747,RATING,4,875087290
371,234,RATING,5,877487691
796,153,RATING,5,892676155
342,488,RATING,5,875319536
586,79,RATING,4,884058986
303,367,RATING,4,879468082
10,708,RATING,4,877892438
19,310,RATING,4,885412063
767,183,RATING,4,891462870
2,251,RATING,5,888552084
22,358,RATING,5,878887443
848,480,RATING,5,887040025
864,174,RATING,5,888887354
488,190,RATING,5,891376046
320,800,RATING,4,884751190
200,568,RATING,5,884128372
643,234,RATING,4,891447260
659,202,RATING,4,891385306
407,239,RATING,4,875553509
548,127,RATING,5,891043008
279,712,RATING,5,875312339
654,195,RATING,4,887864350
417,82,RATING,4,879647326
184,1398,RATING,5,889911749
699,324,RATING,4,879147497
344,248,RATING,4,889814539
747,608,RATING,4,888640475
790,230,RATING,4,885155846
791,181,RATING,5,879448338
436,746,RATING,5,887770015
380,79,RATING,4,885479104
867,660,RATING,4,880078723
64,87,RATING,4,889737851
761,205,RATING,4,876190511
694,605,RATING,4,875727513
308,520,RATING,4,887738508
283,83,RATING,4,879298239
13,851,RATING,5,882139966
303,215,RATING,5,879467413
31,611,RATING,4,881548111
711,1163,RATING,4,879991347
923,237,RATING,4,880387908
605,133,RATING,5,879424661
339,186,RATING,4,891032255
642,993,RATING,4,891317955
752,995,RATING,4,891208261
314,1220,RATING,5,877892293
436,159,RATING,4,887770192
239,516,RATING,5,889180487
688,359,RATING,5,884153606
253,8,RATING,4,891628323
629,880,RATING,4,880116722
450,657,RATING,4,887660504
474,462,RATING,4,887925497
804,528,RATING,4,879443048
591,615,RATING,4,891031116
527,60,RATING,4,879456132
760,375,RATING,4,875669114
916,64,RATING,5,880843996
295,222,RATING,4,879517136
83,69,RATING,4,887665549
545,210,RATING,5,879899158
45,762,RATING,4,881013563
884,529,RATING,5,876859301
343,427,RATING,5,876405820
662,285,RATING,5,880571005
620,1036,RATING,4,889988258
234,69,RATING,4,892078567
198,197,RATING,4,884208200
1,128,RATING,4,875072573
296,98,RATING,5,884197091
48,136,RATING,4,879434689
711,655,RATING,4,879993605
825,472,RATING,5,880756442
518,405,RATING,5,876823926
551,219,RATING,5,892784479
454,161,RATING,4,888267198
892,481,RATING,5,886610011
393,939,RATING,4,887745816
201,642,RATING,4,884111485
44,148,RATING,4,878346946
513,117,RATING,5,885062519
851,231,RATING,4,875807019
64,515,RATING,5,889737478
815,71,RATING,5,878694341
428,352,RATING,4,885943651
158,576,RATING,4,880134607
917,25,RATING,4,882911390
116,1142,RATING,4,876452492
830,241,RATING,4,891464148
624,268,RATING,4,879791962
48,170,RATING,4,879434886
90,177,RATING,5,891384516
826,92,RATING,4,885690636
320,869,RATING,4,884751068
63,116,RATING,5,875747319
758,216,RATING,4,881974931
130,1019,RATING,4,875801530
654,275,RATING,5,887863394
83,684,RATING,4,880307898
269,13,RATING,4,891446662
296,696,RATING,4,884196805
664,708,RATING,4,876525077
271,654,RATING,5,885848475
325,474,RATING,5,891478392
632,134,RATING,5,879457217
276,68,RATING,4,874792483
55,79,RATING,5,878176398
144,855,RATING,4,888105510
848,133,RATING,4,887047308
271,169,RATING,5,885848475
195,100,RATING,5,875771440
343,458,RATING,5,876402894
541,222,RATING,4,883864848
253,234,RATING,4,891628252
802,264,RATING,4,875986155
276,501,RATING,4,874793035
496,528,RATING,4,876065933
276,770,RATING,4,877935446
298,79,RATING,5,884182685
322,182,RATING,5,887314417
301,66,RATING,4,882077330
182,172,RATING,5,876435435
537,484,RATING,4,886031105
577,161,RATING,5,880475561
332,12,RATING,5,888098205
99,210,RATING,5,885679705
219,4,RATING,4,889452481
99,651,RATING,5,885679833
437,319,RATING,5,881001538
144,137,RATING,4,888104150
52,95,RATING,4,882922927
407,238,RATING,5,875042378
707,283,RATING,4,880059957
835,28,RATING,4,891034052
49,1077,RATING,4,888068057
288,435,RATING,4,889225633
1,60,RATING,5,875072370
144,521,RATING,4,888105312
389,47,RATING,4,880086971
216,234,RATING,4,880244870
317,300,RATING,4,891446313
903,1048,RATING,4,891031906
907,1040,RATING,5,880159496
462,100,RATING,4,886365387
890,313,RATING,5,882914803
385,1367,RATING,5,880879193
425,198,RATING,4,890347247
835,458,RATING,4,891032869
267,183,RATING,4,878971438
354,1194,RATING,4,891217429
715,68,RATING,4,875963486
773,196,RATING,4,888540467
457,20,RATING,5,882393967
807,210,RATING,4,892528646
9,691,RATING,5,886960055
239,647,RATING,5,889180651
804,685,RATING,4,879443946
297,582,RATING,4,875238814
144,213,RATING,4,888105387
451,307,RATING,4,879012431
345,64,RATING,5,884902317
766,493,RATING,4,891309261
533,66,RATING,4,879439204
644,259,RATING,4,889076433
503,241,RATING,5,880383425
363,117,RATING,5,891495742
194,1,RATING,4,879539127
577,64,RATING,5,880474394
13,414,RATING,5,882141458
339,431,RATING,4,891035488
514,214,RATING,5,875318163
83,584,RATING,4,880308453
543,185,RATING,4,875662979
458,169,RATING,5,886396390
52,748,RATING,4,882922629
484,229,RATING,5,891195476
141,471,RATING,4,884585039
903,157,RATING,4,891033430
60,633,RATING,4,883326995
193,25,RATING,4,889127301
450,774,RATING,4,882399818
381,124,RATING,5,892697690
942,303,RATING,4,891282477
856,322,RATING,4,891489593
73,180,RATING,4,888626577
474,1045,RATING,4,887927728
